"ID","sMAPE","RMSE","MAE","MASE"
"3509","arima","arima","arima","arima"
"3510","arima","arima","arima","arima"
"3511","ets","ets","ets","ets"
"3512","naive","naive","naive","naive"
"3513","snaive","arima","snaive","snaive"
"3514","arima","arima","arima","arima"
"3515","nnet","nnet","nnet","nnet"
"3516","arima","arima","arima","arima"
"3517","ets","ets","ets","ets"
"3518","arima","arima","arima","arima"
"3519","naive","naive","naive","naive"
"3520","naive","naive","naive","naive"
"3521","naive","naive","naive","naive"
"3522","arima","arima","arima","arima"
"3523","naive","naive","naive","naive"
"3524","naive","naive","naive","naive"
"3525","naive","naive","naive","naive"
"3526","naive","naive","naive","naive"
"3527","naive","naive","naive","naive"
"3528","arima","arima","arima","arima"
"3529","ets","ets","ets","ets"
"3530","snaive","snaive","snaive","snaive"
"3531","arima","ets","arima","arima"
"3532","arima","arima","arima","arima"
"3533","nnet","nnet","nnet","nnet"
"3534","nnet","nnet","nnet","nnet"
"3535","arima","arima","arima","arima"
"3536","nnet","nnet","nnet","nnet"
"3537","ets","ets","ets","ets"
"3538","arima","arima","arima","arima"
"3539","snaive","arima","arima","arima"
"3540","ets","naive","ets","ets"
"3541","nnet","nnet","nnet","nnet"
"3542","ets","ets","ets","ets"
"3543","arima","arima","arima","arima"
"3544","arima","arima","arima","arima"
"3545","naive","ets","naive","naive"
"3546","snaive","snaive","snaive","snaive"
"3547","nnet","nnet","nnet","nnet"
"3548","arima","arima","arima","arima"
"3549","naive","naive","naive","naive"
"3550","naive","naive","naive","naive"
"3551","arima","arima","arima","arima"
"3552","arima","nnet","arima","arima"
"3553","arima","arima","arima","arima"
"3554","arima","naive","arima","arima"
"3555","ets","ets","ets","ets"
"3556","arima","snaive","arima","arima"
"3557","naive","naive","naive","naive"
"3558","snaive","snaive","snaive","snaive"
"3559","ets","ets","ets","ets"
"3560","arima","arima","arima","arima"
"3561","snaive","ets","snaive","snaive"
"3562","ets","ets","ets","ets"
"3563","ets","ets","ets","ets"
"3564","arima","arima","arima","arima"
"3565","arima","nnet","arima","arima"
"3566","ets","ets","ets","ets"
"3567","nnet","nnet","nnet","nnet"
"3568","arima","arima","arima","arima"
"3569","ets","ets","ets","ets"
"3570","arima","arima","arima","arima"
"3571","snaive","snaive","snaive","snaive"
"3572","ets","ets","ets","ets"
"3573","nnet","nnet","nnet","nnet"
"3574","ets","ets","ets","ets"
"3575","arima","arima","arima","arima"
"3576","snaive","snaive","snaive","snaive"
"3577","ets","ets","ets","ets"
"3578","arima","arima","arima","arima"
"3579","ets","ets","ets","ets"
"3580","ets","ets","ets","ets"
"3581","ets","ets","ets","ets"
"3582","nnet","nnet","nnet","nnet"
"3583","naive","naive","naive","naive"
"3584","ets","ets","ets","ets"
"3585","snaive","snaive","snaive","snaive"
"3586","ets","ets","ets","ets"
"3587","snaive","nnet","snaive","snaive"
"3588","ets","ets","ets","ets"
"3589","arima","arima","arima","arima"
"3590","naive","naive","naive","naive"
"3591","arima","arima","arima","arima"
"3592","ets","ets","ets","ets"
"3593","arima","arima","arima","arima"
"3594","arima","arima","arima","arima"
"3595","nnet","ets","nnet","nnet"
"3596","snaive","arima","snaive","snaive"
"3597","ets","ets","ets","ets"
"3598","snaive","nnet","snaive","snaive"
"3599","nnet","nnet","nnet","nnet"
"3600","naive","naive","naive","naive"
"3601","ets","arima","ets","ets"
"3602","naive","naive","naive","naive"
"3603","ets","ets","ets","ets"
"3604","ets","ets","ets","ets"
"3605","arima","arima","arima","arima"
"3606","snaive","snaive","snaive","snaive"
"3607","arima","arima","arima","arima"
"3608","ets","ets","ets","ets"
"3609","arima","arima","arima","arima"
"3610","arima","arima","arima","arima"
"3611","naive","naive","naive","naive"
"3612","nnet","nnet","nnet","nnet"
"3613","ets","ets","ets","ets"
"3614","arima","arima","arima","arima"
"3615","arima","arima","arima","arima"
"3616","nnet","nnet","nnet","nnet"
"3617","ets","ets","ets","ets"
"3618","naive","arima","naive","naive"
"3619","arima","arima","arima","arima"
"3620","arima","snaive","arima","arima"
"3621","nnet","naive","nnet","nnet"
"3622","arima","arima","arima","arima"
"3623","arima","arima","arima","arima"
"3624","arima","arima","arima","arima"
"3625","ets","ets","ets","ets"
"3626","arima","arima","arima","arima"
"3627","ets","ets","ets","ets"
"3628","arima","arima","arima","arima"
"3629","ets","ets","ets","ets"
"3630","snaive","snaive","snaive","snaive"
"3631","nnet","arima","nnet","nnet"
"3632","nnet","nnet","nnet","nnet"
"3633","naive","naive","naive","naive"
"3634","naive","naive","naive","naive"
"3635","nnet","nnet","nnet","nnet"
"3636","snaive","snaive","snaive","snaive"
"3637","naive","ets","ets","ets"
"3638","arima","ets","arima","arima"
"3639","ets","ets","ets","ets"
"3640","nnet","nnet","nnet","nnet"
"3641","arima","arima","arima","arima"
"3642","ets","ets","ets","ets"
"3643","snaive","snaive","nnet","nnet"
"3644","nnet","nnet","nnet","nnet"
"3645","ets","ets","ets","ets"
"3646","arima","arima","arima","arima"
"3647","arima","ets","arima","arima"
"3648","naive","naive","naive","naive"
"3649","nnet","nnet","nnet","nnet"
"3650","nnet","nnet","nnet","nnet"
"3651","nnet","nnet","nnet","nnet"
"3652","arima","arima","arima","arima"
"3653","naive","ets","naive","naive"
"3654","ets","ets","ets","ets"
"3655","snaive","snaive","snaive","snaive"
"3656","nnet","nnet","nnet","nnet"
"3657","nnet","nnet","nnet","nnet"
"3658","arima","arima","arima","arima"
"3659","nnet","nnet","nnet","nnet"
"3660","arima","arima","arima","arima"
"3661","naive","naive","naive","naive"
"3662","nnet","nnet","nnet","nnet"
"3663","ets","nnet","ets","ets"
"3664","nnet","nnet","nnet","nnet"
"3665","arima","arima","arima","arima"
"3666","nnet","nnet","nnet","nnet"
"3667","nnet","nnet","nnet","nnet"
"3668","ets","nnet","ets","ets"
"3669","ets","ets","ets","ets"
"3670","arima","arima","arima","arima"
"3671","ets","ets","ets","ets"
"3672","arima","arima","arima","arima"
"3673","ets","ets","ets","ets"
"3674","arima","arima","arima","arima"
"3675","ets","arima","ets","ets"
"3676","ets","ets","ets","ets"
"3677","nnet","nnet","nnet","nnet"
"3678","nnet","nnet","nnet","nnet"
"3679","nnet","nnet","nnet","nnet"
"3680","nnet","ets","nnet","nnet"
"3681","nnet","arima","nnet","nnet"
"3682","arima","arima","arima","arima"
"3683","nnet","nnet","nnet","nnet"
"3684","arima","arima","arima","arima"
"3685","ets","ets","ets","ets"
"3686","ets","ets","ets","ets"
"3687","ets","ets","ets","ets"
"3688","ets","ets","ets","ets"
"3689","nnet","nnet","nnet","nnet"
"3690","naive","naive","naive","naive"
"3691","ets","ets","ets","ets"
"3692","ets","ets","ets","ets"
"3693","arima","arima","arima","arima"
"3694","naive","naive","naive","naive"
"3695","nnet","nnet","nnet","nnet"
"3696","arima","arima","arima","arima"
"3697","ets","ets","ets","ets"
"3698","ets","ets","ets","ets"
"3699","arima","arima","arima","arima"
"3700","ets","ets","ets","ets"
"3701","arima","ets","arima","arima"
"3702","nnet","nnet","nnet","nnet"
"3703","ets","ets","ets","ets"
"3704","nnet","nnet","nnet","nnet"
"3705","ets","arima","ets","ets"
"3706","naive","naive","naive","naive"
"3707","nnet","nnet","nnet","nnet"
"3708","nnet","nnet","nnet","nnet"
"3709","snaive","snaive","snaive","snaive"
"3710","naive","naive","naive","naive"
"3711","naive","naive","naive","naive"
"3712","ets","ets","ets","ets"
"3713","arima","arima","arima","arima"
"3714","naive","naive","naive","naive"
"3715","ets","ets","ets","ets"
"3716","naive","naive","naive","naive"
"3717","naive","naive","naive","naive"
"3718","nnet","nnet","nnet","nnet"
"3719","naive","naive","naive","naive"
"3720","naive","naive","naive","naive"
"3721","naive","naive","naive","naive"
"3722","arima","arima","arima","arima"
"3723","arima","arima","arima","arima"
"3724","ets","ets","ets","ets"
"3725","ets","ets","ets","ets"
"3726","arima","arima","arima","arima"
"3727","ets","ets","ets","ets"
"3728","naive","naive","naive","naive"
"3729","ets","ets","ets","ets"
"3730","ets","ets","ets","ets"
"3731","ets","ets","ets","ets"
"3732","naive","naive","naive","naive"
"3733","ets","ets","ets","ets"
"3734","snaive","snaive","snaive","snaive"
"3735","arima","arima","arima","arima"
"3736","ets","naive","ets","ets"
"3737","naive","naive","naive","naive"
"3738","ets","naive","ets","ets"
"3739","ets","ets","ets","ets"
"3740","arima","arima","arima","arima"
"3741","naive","naive","naive","naive"
"3742","nnet","nnet","nnet","nnet"
"3743","ets","ets","ets","ets"
"3744","ets","ets","ets","ets"
"3745","ets","naive","ets","ets"
"3746","naive","naive","naive","naive"
"3747","nnet","ets","nnet","nnet"
"3748","ets","nnet","ets","ets"
"3749","nnet","nnet","nnet","nnet"
"3750","ets","ets","ets","ets"
"3751","ets","ets","ets","ets"
"3752","ets","snaive","ets","ets"
"3753","naive","naive","naive","naive"
"3754","arima","arima","arima","arima"
"3755","ets","nnet","ets","ets"
"3756","snaive","snaive","snaive","snaive"
"3757","snaive","snaive","snaive","snaive"
"3758","arima","ets","arima","arima"
"3759","nnet","nnet","nnet","nnet"
"3760","arima","nnet","arima","arima"
"3761","snaive","snaive","snaive","snaive"
"3762","nnet","nnet","nnet","nnet"
"3763","arima","arima","arima","arima"
"3764","arima","arima","arima","arima"
"3765","naive","naive","naive","naive"
"3766","ets","ets","ets","ets"
"3767","arima","arima","arima","arima"
"3768","ets","ets","ets","ets"
"3769","ets","ets","ets","ets"
"3770","snaive","nnet","snaive","snaive"
"3771","arima","naive","arima","arima"
"3772","nnet","nnet","nnet","nnet"
"3773","naive","naive","naive","naive"
"3774","nnet","nnet","nnet","nnet"
"3775","ets","ets","ets","ets"
"3776","nnet","nnet","nnet","nnet"
"3777","nnet","ets","nnet","nnet"
"3778","ets","ets","ets","ets"
"3779","ets","ets","ets","ets"
"3780","ets","ets","ets","ets"
"3781","ets","ets","ets","ets"
"3782","ets","ets","ets","ets"
"3783","arima","arima","arima","arima"
"3784","arima","arima","arima","arima"
"3785","snaive","nnet","snaive","snaive"
"3786","ets","ets","ets","ets"
"3787","nnet","nnet","nnet","nnet"
"3788","snaive","ets","snaive","snaive"
"3789","snaive","arima","arima","arima"
"3790","nnet","nnet","nnet","nnet"
"3791","arima","ets","arima","arima"
"3792","nnet","snaive","nnet","nnet"
"3793","ets","arima","ets","ets"
"3794","arima","arima","arima","arima"
"3795","ets","ets","ets","ets"
"3796","nnet","nnet","nnet","nnet"
"3797","nnet","nnet","nnet","nnet"
"3798","arima","arima","arima","arima"
"3799","snaive","snaive","snaive","snaive"
"3800","arima","arima","arima","arima"
"3801","arima","arima","arima","arima"
"3802","ets","snaive","ets","ets"
"3803","ets","ets","ets","ets"
"3804","arima","arima","arima","arima"
"3805","arima","arima","arima","arima"
"3806","ets","arima","ets","ets"
"3807","ets","ets","ets","ets"
"3808","ets","ets","ets","ets"
"3809","ets","ets","ets","ets"
"3810","ets","ets","ets","ets"
"3811","naive","naive","naive","naive"
"3812","arima","arima","arima","arima"
"3813","nnet","arima","nnet","nnet"
"3814","naive","naive","naive","naive"
"3815","snaive","naive","naive","naive"
"3816","arima","arima","arima","arima"
"3817","arima","nnet","arima","arima"
"3818","naive","naive","naive","naive"
"3819","ets","ets","ets","ets"
"3820","snaive","ets","ets","ets"
"3821","arima","arima","arima","arima"
"3822","ets","ets","ets","ets"
"3823","nnet","nnet","nnet","nnet"
"3824","arima","arima","arima","arima"
"3825","nnet","nnet","nnet","nnet"
"3826","ets","arima","ets","ets"
"3827","ets","ets","ets","ets"
"3828","ets","ets","ets","ets"
"3829","naive","naive","naive","naive"
"3830","nnet","nnet","nnet","nnet"
"3831","ets","ets","ets","ets"
"3832","arima","arima","arima","arima"
"3833","naive","naive","naive","naive"
"3834","naive","nnet","naive","naive"
"3835","nnet","snaive","nnet","nnet"
"3836","nnet","nnet","nnet","nnet"
"3837","naive","naive","naive","naive"
"3838","nnet","nnet","nnet","nnet"
"3839","snaive","snaive","snaive","snaive"
"3840","arima","arima","arima","arima"
"3841","nnet","nnet","nnet","nnet"
"3842","ets","ets","ets","ets"
"3843","nnet","nnet","nnet","nnet"
"3844","ets","arima","ets","ets"
"3845","ets","ets","ets","ets"
"3846","snaive","snaive","snaive","snaive"
"3847","snaive","snaive","snaive","snaive"
"3848","snaive","snaive","snaive","snaive"
"3849","snaive","snaive","snaive","snaive"
"3850","ets","ets","ets","ets"
"3851","arima","arima","arima","arima"
"3852","naive","naive","naive","naive"
"3853","snaive","snaive","snaive","snaive"
"3854","nnet","nnet","nnet","nnet"
"3855","naive","ets","naive","naive"
"3856","ets","ets","ets","ets"
"3857","arima","arima","arima","arima"
"3858","snaive","snaive","snaive","snaive"
"3859","naive","nnet","naive","naive"
"3860","arima","arima","arima","arima"
"3861","ets","ets","ets","ets"
"3862","ets","ets","ets","ets"
"3863","nnet","nnet","nnet","nnet"
"3864","nnet","nnet","nnet","nnet"
"3865","arima","arima","arima","arima"
"3866","naive","naive","naive","naive"
"3867","naive","naive","naive","naive"
"3868","ets","ets","ets","ets"
"3869","arima","arima","arima","arima"
"3870","snaive","snaive","snaive","snaive"
"3871","arima","arima","arima","arima"
"3872","arima","arima","arima","arima"
"3873","ets","ets","ets","ets"
"3874","arima","arima","arima","arima"
"3875","ets","ets","ets","ets"
"3876","snaive","snaive","snaive","snaive"
"3877","ets","arima","ets","ets"
"3878","ets","ets","ets","ets"
"3879","ets","ets","ets","ets"
"3880","arima","arima","arima","arima"
"3881","ets","ets","ets","ets"
"3882","arima","arima","arima","arima"
"3883","arima","arima","arima","arima"
"3884","snaive","snaive","snaive","snaive"
"3885","arima","arima","arima","arima"
"3886","naive","naive","naive","naive"
"3887","nnet","nnet","nnet","nnet"
"3888","ets","naive","ets","ets"
"3889","ets","ets","ets","ets"
"3890","nnet","nnet","nnet","nnet"
"3891","naive","naive","naive","naive"
"3892","arima","arima","arima","arima"
"3893","ets","ets","ets","ets"
"3894","arima","arima","arima","arima"
"3895","nnet","nnet","nnet","nnet"
"3896","ets","ets","ets","ets"
"3897","naive","naive","naive","naive"
"3898","naive","ets","naive","naive"
"3899","nnet","nnet","nnet","nnet"
"3900","snaive","naive","snaive","snaive"
"3901","naive","naive","naive","naive"
"3902","nnet","nnet","nnet","nnet"
"3903","naive","naive","naive","naive"
"3904","ets","ets","ets","ets"
"3905","snaive","snaive","snaive","snaive"
"3906","ets","ets","ets","ets"
"3907","nnet","nnet","nnet","nnet"
"3908","naive","naive","naive","naive"
"3909","arima","snaive","nnet","nnet"
"3910","nnet","nnet","nnet","nnet"
"3911","snaive","snaive","snaive","snaive"
"3912","arima","ets","arima","arima"
"3913","nnet","nnet","nnet","nnet"
"3914","ets","ets","ets","ets"
"3915","ets","ets","snaive","snaive"
"3916","naive","naive","naive","naive"
"3917","snaive","snaive","snaive","snaive"
"3918","nnet","nnet","nnet","nnet"
"3919","nnet","nnet","nnet","nnet"
"3920","naive","snaive","naive","naive"
"3921","ets","snaive","ets","ets"
"3922","ets","ets","ets","ets"
"3923","snaive","snaive","snaive","snaive"
"3924","arima","arima","arima","arima"
"3925","arima","arima","arima","arima"
"3926","arima","arima","arima","arima"
"3927","naive","naive","naive","naive"
"3928","arima","ets","arima","arima"
"3929","nnet","nnet","nnet","nnet"
"3930","ets","ets","ets","ets"
"3931","arima","arima","arima","arima"
"3932","ets","ets","ets","ets"
"3933","naive","naive","naive","naive"
"3934","ets","ets","ets","ets"
"3935","snaive","snaive","snaive","snaive"
"3936","nnet","nnet","nnet","nnet"
"3937","naive","naive","naive","naive"
"3938","arima","arima","arima","arima"
"3939","ets","ets","ets","ets"
"3940","naive","arima","naive","naive"
"3941","snaive","snaive","snaive","snaive"
"3942","ets","ets","ets","ets"
"3943","snaive","snaive","snaive","snaive"
"3944","arima","ets","arima","arima"
"3945","naive","naive","naive","naive"
"3946","nnet","nnet","nnet","nnet"
"3947","nnet","nnet","nnet","nnet"
"3948","ets","ets","ets","ets"
"3949","arima","arima","arima","arima"
"3950","snaive","snaive","snaive","snaive"
"3951","naive","naive","naive","naive"
"3952","arima","arima","arima","arima"
"3953","nnet","nnet","nnet","nnet"
"3954","ets","ets","ets","ets"
"3955","ets","ets","ets","ets"
"3956","naive","naive","naive","naive"
"3957","ets","naive","ets","ets"
"3958","ets","ets","ets","ets"
"3959","ets","ets","ets","ets"
"3960","arima","arima","arima","arima"
"3961","nnet","nnet","nnet","nnet"
"3962","nnet","nnet","nnet","nnet"
"3963","arima","arima","arima","arima"
"3964","naive","naive","naive","naive"
"3965","naive","naive","naive","naive"
"3966","arima","arima","arima","arima"
"3967","snaive","snaive","snaive","snaive"
"3968","arima","arima","arima","arima"
"3969","ets","ets","ets","ets"
"3970","ets","ets","ets","ets"
"3971","naive","arima","naive","naive"
"3972","snaive","ets","snaive","snaive"
"3973","ets","ets","ets","ets"
"3974","naive","ets","naive","naive"
"3975","arima","arima","arima","arima"
"3976","arima","naive","arima","arima"
"3977","ets","ets","ets","ets"
